ID,GlobalID,X,Y,Biogeoclimatic_Unit,Subzone,Site_Physiog,Site_Realm,Site_Group,Site_Class,Site_Association,Ignore,Site.Serie,Site_Series_Map_Unit,Site_Var_Phase_Map_Unit,F_Site_Series_NF_Class,Site_Group_2,Site_Series_Map_Unit_2,Site_Class_2,Transition,Structural_Stage_Modifier,Site_Modifier,Soil_Moisture_Regime,Soil_Nutrient_Regime,Site_Disturbance__s_,Comment__max_255_characters,Date,General_Location,Random_Point_ID,Non_GNSS_point,Accuracy__m_,Crew,Experience,Certainty,Air_Interp,StudyArea,Canyon_Cr,MAP_LABEL
676,ca936357-9002-4d43-b02b-a8b6af37b953,951663.3108,1079508.946,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,Fo,ESSFmc_01,NA,3,Null,,5,,,,7/17/2018 9:06:00 PM,Deception trail,NA,N,10,WHM,1,3,NA,CanyonCreek,NA,ESSFmc
659,cddea559-2117-445e-8e3d-516dfc6b0934,951739.1801,1080713.618,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/17/2018 9:30:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,CanyonCreek,NA,ESSFmc
626,2cb613dc-dd0d-4274-b250-f4080b2be492,951890.2294,1079507.993,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,ESSFmc_10,NA,3,Null,,6,,,,7/17/2018 10:00:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,CanyonCreek,NA,ESSFmc
664,068833bf-dc2e-4948-a61b-d7a301e101c6,952004.8883,1079754.37,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,6,,,Horsetail feathermoss,7/17/2018 10:10:00 PM,Deception trail,NA,N,10,WHM,1,3,NA,CanyonCreek,NA,ESSFmc
662,950fe869-a84d-4f32-9270-c88e478acceb,952029.3844,1081239.536,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/17/2018 8:30:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,CanyonCreek,NA,ESSFmc
532,b1ad0e1b-3fef-4cde-b05d-f15b1980b8d0,952068.987,1073360.373,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,Y,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,,,,May be essf ,6/14/2018 4:12:00 PM,End of Canyon Creek rd,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
661,02c2360d-a517-4458-a00c-e00926f56ee5,952102.6392,1081253.67,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/17/2018 8:39:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,CanyonCreek,NA,ESSFmc
660,51d3ed38-6418-4957-a547-8ae4a2fd5111,952176.1512,1081145.649,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/17/2018 8:48:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,CanyonCreek,NA,ESSFmc
648,2aa272d4-0660-4568-9fad-94d4c0cee016,953008.8199,1080471.834,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,5,,,Productive,7/17/2018 11:24:00 PM,Deception trail,NA,N,10,WHM,1,3,NA,Deception,NA,ESSFmc
654,a69e1498-b47d-4dbe-a77b-5f67cdb5f3cb,953667.0067,1080997.005,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 5:56:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
598,a1f2121e-f911-45bc-8082-fa37e9a1793f,953671.6121,1080804.433,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,,,,,7/18/2018 5:46:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
653,4ca3e3c3-96a0-4919-a579-66d27694c53f,953705.4904,1081036.902,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 5:58:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
655,726d1295-8fbc-45c6-9327-7b606ed4b69b,954017.8921,1080604.996,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 5:30:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
656,ddc579cd-7d7e-4814-9ede-4d693ea66169,954206.0733,1080601.244,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 5:20:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
657,6349339b-00ea-4726-9cfb-1e7f326b9ff3,954240.7766,1080586.82,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 5:18:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
658,acb6886d-666f-4ef7-b5cb-e9f3165dda9f,954311.4786,1079992.641,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,5,,,"Valesit, sangcan, heramax ",7/18/2018 5:18:00 PM,Deception trail,NA,N,10,WHM,1,3,NA,Deception,NA,ESSFmc
613,668ad952-f476-4a2a-9514-28bbca97a126,954322.8754,1079286.695,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,Not extensive. With rhodalb ,7/18/2018 6:10:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,CanyonCreek,NA,ESSFmc
677,a345f909-29be-4bcf-82f7-3380074b7585,954345.6532,1080516.711,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,,Null,,,,,,7/18/2018 5:10:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
612,a05b8419-70f5-478b-8788-56ec09d8da76,954375.6883,1079271.436,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,,7/18/2018 6:13:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,CanyonCreek,NA,ESSFmc
611,bda6ffed-9ac9-4508-9ffe-b8e1e5266822,954423.1074,1079261.196,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,Small patch,7/18/2018 6:19:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,CanyonCreek,NA,ESSFmc
674,7e87b24b-ba8c-43cf-9632-08d1498fc84b,954548.2699,1079377.442,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,5,,,Productive.,7/18/2018 6:28:00 PM,Deception trail,NA,N,10,WHM,1,3,NA,CanyonCreek,NA,ESSFmc
610,6c592db1-7ced-4d36-974f-51087b96bf7c,954684.3015,1079266.511,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,,7/18/2018 6:39:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,CanyonCreek,NA,ESSFmc
597,dc8b129d-1c96-4f94-8beb-820a91555939,954707.9675,1079252.79,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,,7/18/2018 6:42:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
596,5889939f-4740-429b-ac26-4ff0f49d5681,954783.3083,1079259.152,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,Lots of subalpine forbs,7/18/2018 6:44:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
595,d9e4ad07-eebc-4271-bbba-e42cc3d20e3f,954912.68,1079255.593,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,6,,,Lots of horsetail,7/18/2018 6:49:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
594,9a69dd94-d7dc-48ad-a0f3-5f7ec139cdd9,954979.0676,1079245.19,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,,7/18/2018 6:51:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
651,a5507ea1-c726-4dd7-8932-1bd1ae64fc0b,955013.5906,1079572.042,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,6,,,,7/18/2018 7:11:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
593,e40f1309-64e4-4e2c-b247-ab0821470d8b,955029.9958,1079229.548,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,6,D,,Very lush and productive. Single oplohor in area,7/18/2018 6:54:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
592,51057274-5d28-4416-ae4b-1f33502c5d14,955082.2471,1079217.66,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,,,,7/18/2018 6:58:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
652,e4317bef-ffac-41f6-9c72-2860d4603ecf,955128.859,1079306.572,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,4,,,Valerian and tiaruni sangcan ,7/18/2018 7:01:00 PM,Deception trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
619,400d95a4-ce34-4e63-8cad-60b149852249,955826.1484,1086088.367,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,Y,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,unknown,unknown,,,11/07/2018 17:22,Dome Mntn Drop 5,NA,Y,5,"WH,KSD",1,2,NA,Deception,NA,ESSFmcw
618,beb590ec-6c69-4b51-9e36-74919a0788b4,956483.7823,1085530.942,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,unknown,unknown,,"No oak fern, tiarilla",11/07/2018 17:18,Dome Mntn Drop 5,NA,Y,5,"WH,KSD",1,2,NA,Deception,NA,ESSFmcw
631,4cbf7693-f607-481d-a5fb-6c2fd85a26de,956519.8137,1085100.395,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,Fo,,NA,1,Null,,unknown,unknown,,Valeriano unit seems traditional in nature with mix of forb meadow and Bl forest.. this point is traditional but seems to fit that because scrubland is nearby but not in plot,11/07/2018 19:30,Deception Woodland and essf drop,6,,10,EBL,1,2,NA,Deception,NA,ESSFmc
650,996f56c7-f74a-47ec-b231-faa20342a963,956543.2161,1080576.451,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,5,,,Productive version with sangcan and heramax ,7/18/2018 10:23:00 PM,Deception -Dome trail,NA,N,10,WHM,1,3,NA,Deception,NA,ESSFmc
574,215833ad-a8a2-4187-a9fb-172bf3f2ddb6,956564.9362,1086010.82,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,,NA,1,Null,,5,D,,Banks of small stream horsetail present but fits 06 best,11/07/2018 18:13,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
632,4ee2ea1c-feb8-42bc-abf7-79f541923c68,956572.2266,1085104.747,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,Fo,,NA,1,Null,,unknown,unknown,,,11/07/2018 19:46,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
649,b17e0cf6-def4-480f-af50-e3c8118c9e0c,956580.6813,1080920.587,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,,,,,7/18/2018 10:15:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
600,5b2fc28d-9766-4530-b11c-a2a09f351a93,956585.6088,1060410.362,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,,,,,26/06/2018 19:40,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
615,8f4bc87a-ce45-4a03-8a36-fb2a394c6ec7,956586.9783,1085579.036,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,,NA,1,Null,,4,D,,No oakfern here but seems richer than mesic,11/07/2018 18:45,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmcw
617,7ef77bd1-19fa-42e6-a3c4-c34f5f16e2d3,956589.1726,1085661.578,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,,NA,1,Null,,5,D,,,11/07/2018 18:32,Deception Woodland and essf drop,51,,10,EBL,1,2,NA,Deception,NA,ESSFmcw
601,e52c90bc-58f1-4743-ab0d-c06951044a85,956604.1537,1060405.048,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,,,,,26/06/2018 19:41,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
614,f9dfa2ab-8a9d-4b37-9b28-8a152203f6d9,956609.2307,1085713.925,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,,NA,1,Null,,4,D,,Unclear why oakfern here,11/07/2018 18:29,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmcw
582,3e1103f9-9687-4965-999b-ba4272855d7f,956618.6811,1085824.383,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,,,NA,1,Null,,5,D,,Oakfern amd mnium no equiarv. SMR 5(4). Near mcw line,11/07/2018 19:11,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
575,7a2585ad-e83a-4a0a-b6ec-49b61f3fcafa,956619.3805,1085823.681,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/06,ESSFmc_06,ESSFmc_06,ESSFmc_06,Fo,,NA,1,Null,,5,D,,Unclear why oakfern patch here... perhaps finer soils below. Terrain similar to where mesic was called,11/07/2018 18:22,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
645,99ed5317-5e22-45d1-b271-c1951914621a,956641.3331,1085340.819,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoG,,,ESSFmc/08,ESSFmc_08,ESSFmc_08,ESSFmc_08,,,NA,1,Null,,unknown,unknown,,,11/07/2018 18:21,Dome Mntn Drop 5,NA,Y,5,"WH,KSD",1,2,NA,Deception,NA,ESSFmc
